q2_birthyear,q3_gender,q4_province,q6_satisfied_democracy,q9_interest_election,q10_certain_vote,q11_vote_intention,q14_feeling_liberal_party,q15_feeling_cons_party
1991,(2) Female,(3) Nova Scotia,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",60,0
1955,(1) Male,(3) Nova Scotia,(1) Very satisfied,(5),(2) Likely,(1) Liberal (Grits),100,10
1968,(2) Female,(3) Nova Scotia,(1) Very satisfied,(7),(1) Certain,(-8) Refused,80,50
1957,(2) Female,(3) Nova Scotia,(3) Not very satisfied,(5),(2) Likely,(-9) Don't know / Undecided,80,5
1954,(2) Female,(3) Nova Scotia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,5,5
1983,(1) Male,(6) Ontario,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,2,2
1941,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",10,80
1944,(1) Male,(6) Ontario,(2) Fairly satisfied,(9),(1) Certain,(1) Liberal (Grits),75,0
1944,(1) Male,(6) Ontario,(3) Not very satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",50,80
1946,(2) Female,(6) Ontario,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),75,50
1958,(2) Female,(6) Ontario,(2) Fairly satisfied,(7),(1) Certain,(-9) Don't know / Undecided,70,65
1927,(2) Female,(6) Ontario,(2) Fairly satisfied,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",20,80
1958,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),80,0
1958,(1) Male,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",15,40
1973,(1) Male,(6) Ontario,(2) Fairly satisfied,(7),(1) Certain,(5) Green Party (Greens),70,60
1946,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),70,30
1941,(2) Female,(6) Ontario,(2) Fairly satisfied,(6),(1) Certain,(-9) Don't know / Undecided,80,0
1963,(2) Female,(6) Ontario,(4) Not satisfied at all,(9),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",30,0
1956,(2) Female,(6) Ontario,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,80,0
1937,(2) Female,(6) Ontario,(2) Fairly satisfied,(9),(1) Certain,(-9) Don't know / Undecided,70,0
1947,(2) Female,(6) Ontario,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),100,40
1955,(1) Male,(6) Ontario,(1) Very satisfied,(7),(1) Certain,(-9) Don't know / Undecided,50,50
1935,(1) Male,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",20,70
1998,(2) Female,(6) Ontario,(2) Fairly satisfied,(6),(1) Certain,(-8) Refused,65,70
1947,(1) Male,(6) Ontario,(4) Not satisfied at all,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,50
1965,(1) Male,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,(-8) Refused,57,57
1947,(2) Female,(6) Ontario,(2) Fairly satisfied,(9),(5) Already voted in advanced poll,(1) Liberal (Grits),75,20
1968,(2) Female,(6) Ontario,(2) Fairly satisfied,(9),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",60,0
1967,(2) Female,(6) Ontario,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,(-8) Refused,70,70
1962,(1) Male,(6) Ontario,(2) Fairly satisfied,(6),(2) Likely,(5) Green Party (Greens),65,50
1953,(1) Male,(6) Ontario,(3) Not very satisfied,(7),(1) Certain,(-9) Don't know / Undecided,60,20
1959,(2) Female,(6) Ontario,(4) Not satisfied at all,(0) No interest at all,(3) Unlikely,(-9) Don't know / Undecided,NA,NA
1986,(2) Female,(6) Ontario,(2) Fairly satisfied,(6),(5) Already voted in advanced poll,(-9) Don't know / Undecided,0,50
1967,(1) Male,(6) Ontario,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),80,70
1930,(2) Female,(6) Ontario,(2) Fairly satisfied,(7),(1) Certain,(7) Other,75,80
1948,(2) Female,(6) Ontario,(3) Not very satisfied,(9),(1) Certain,(-9) Don't know / Undecided,10,76
1956,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1956,(1) Male,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),75,10
1973,(2) Female,(6) Ontario,(2) Fairly satisfied,(6),(1) Certain,(-9) Don't know / Undecided,50,50
1937,(2) Female,(6) Ontario,(2) Fairly satisfied,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,99
1952,(1) Male,(6) Ontario,(1) Very satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",20,60
1982,(2) Female,(6) Ontario,(2) Fairly satisfied,(5),(1) Certain,(-9) Don't know / Undecided,55,30
1968,(2) Female,(6) Ontario,(4) Not satisfied at all,(5),(1) Certain,(-8) Refused,45,70
1950,(1) Male,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(-8) Refused,100,0
1978,(2) Female,(6) Ontario,(-9) Don't know,(1),(1) Certain,(1) Liberal (Grits),70,40
1941,(1) Male,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",9,50
1961,(2) Female,(6) Ontario,(3) Not very satisfied,(8),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",20,50
1970,(1) Male,(6) Ontario,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1945,(2) Female,(6) Ontario,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),100,NA
1938,(1) Male,(6) Ontario,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",20,80
1941,(2) Female,(6) Ontario,(3) Not very satisfied,(4),(2) Likely,(5) Green Party (Greens),40,50
1937,(1) Male,(6) Ontario,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),60,60
1972,(1) Male,(6) Ontario,(2) Fairly satisfied,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",30,80
1947,(1) Male,(6) Ontario,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),75,50
1946,(2) Female,(6) Ontario,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),100,10
1969,(2) Female,(6) Ontario,(3) Not very satisfied,(7),(1) Certain,(10) Will spoil ballet,60,60
1957,(2) Female,(6) Ontario,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),100,0
1980,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(5) Green Party (Greens),70,10
1940,(1) Male,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",2,90
1945,(1) Male,(6) Ontario,(3) Not very satisfied,(10) Great deal of interest,(5) Already voted in advanced poll,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,60
1954,(1) Male,(6) Ontario,(1) Very satisfied,(7),(1) Certain,(-9) Don't know / Undecided,70,70
1969,(1) Male,(6) Ontario,(2) Fairly satisfied,(8),(5) Already voted in advanced poll,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",80,80
1946,(1) Male,(6) Ontario,(2) Fairly satisfied,(6),(1) Certain,(5) Green Party (Greens),60,40
1950,(1) Male,(6) Ontario,(3) Not very satisfied,(5),(1) Certain,(1) Liberal (Grits),50,30
1970,(1) Male,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",70,0
1978,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,80,10
1986,(2) Female,(6) Ontario,(2) Fairly satisfied,(7),(2) Likely,"(3) NDP (New Democratic Party, New Democrats, NDPers)",50,0
1953,(2) Female,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),65,60
1980,(2) Female,(6) Ontario,(2) Fairly satisfied,(8),(5) Already voted in advanced poll,"(3) NDP (New Democratic Party, New Democrats, NDPers)",60,60
1968,(2) Female,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),70,20
1950,(1) Male,(6) Ontario,(3) Not very satisfied,(5),(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",49,53
1961,(2) Female,(6) Ontario,(3) Not very satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",48,50
1956,(2) Female,(6) Ontario,(2) Fairly satisfied,(9),(1) Certain,(1) Liberal (Grits),80,0
1957,(1) Male,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),100,0
1949,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,80
1967,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(5) Already voted in advanced poll,(-8) Refused,NA,NA
1954,(1) Male,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,5
1976,(2) Female,(6) Ontario,(2) Fairly satisfied,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,75
1943,(2) Female,(6) Ontario,(1) Very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",35,75
1972,(1) Male,(6) Ontario,(2) Fairly satisfied,(5),(1) Certain,(1) Liberal (Grits),95,2
1954,(1) Male,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),75,5
1966,(2) Female,(6) Ontario,(1) Very satisfied,(8),(1) Certain,(5) Green Party (Greens),75,20
1945,(1) Male,(6) Ontario,(2) Fairly satisfied,(9),(1) Certain,(1) Liberal (Grits),80,10
1969,(2) Female,(6) Ontario,(2) Fairly satisfied,(1),(3) Unlikely,(-9) Don't know / Undecided,50,10
1950,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,10,60
1936,(2) Female,(6) Ontario,(3) Not very satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",40,80
1953,(2) Female,(6) Ontario,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),75,50
1950,(2) Female,(6) Ontario,(2) Fairly satisfied,(9),(1) Certain,(-9) Don't know / Undecided,70,50
1949,(1) Male,(6) Ontario,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,25,50
1962,(1) Male,(6) Ontario,(2) Fairly satisfied,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",40,65
1981,(1) Male,(6) Ontario,(3) Not very satisfied,(8),(1) Certain,(-9) Don't know / Undecided,70,40
1956,(2) Female,(6) Ontario,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",0,90
1955,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),80,30
1926,(1) Male,(6) Ontario,(3) Not very satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",NA,90
1966,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(-8) Refused,60,0
1959,(2) Female,(6) Ontario,(2) Fairly satisfied,(6),(1) Certain,(-9) Don't know / Undecided,50,50
1947,(2) Female,(6) Ontario,(3) Not very satisfied,(8),(1) Certain,(-8) Refused,60,30
1963,(1) Male,(6) Ontario,(3) Not very satisfied,(3),(3) Unlikely,(-9) Don't know / Undecided,30,50
1950,(1) Male,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),80,20
1959,(2) Female,(6) Ontario,(1) Very satisfied,(9),(1) Certain,(1) Liberal (Grits),90,0
1956,(2) Female,(6) Ontario,(2) Fairly satisfied,(0) No interest at all,(3) Unlikely,(-9) Don't know / Undecided,0,0
1955,(1) Male,(6) Ontario,(1) Very satisfied,(5),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",60,70
1944,(1) Male,(6) Ontario,(3) Not very satisfied,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",50,50
1938,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),60,60
1948,(2) Female,(6) Ontario,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,60
1952,(2) Female,(6) Ontario,(3) Not very satisfied,(0) No interest at all,(1) Certain,(5) Green Party (Greens),0,0
1953,(1) Male,(4) New Brunswick,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),70,20
1953,(1) Male,(6) Ontario,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),90,40
1955,(1) Male,(6) Ontario,(4) Not satisfied at all,(10) Great deal of interest,(2) Likely,(5) Green Party (Greens),0,0
1941,(1) Male,(6) Ontario,(1) Very satisfied,(5),(3) Unlikely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",50,70
1974,(2) Female,(6) Ontario,(1) Very satisfied,(7),(1) Certain,(1) Liberal (Grits),65,20
1944,(2) Female,(6) Ontario,(3) Not very satisfied,(10) Great deal of interest,(5) Already voted in advanced poll,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1955,(2) Female,(6) Ontario,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),90,0
1959,(1) Male,(6) Ontario,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),75,60
1977,(1) Male,(6) Ontario,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,0,70
1974,(1) Male,(6) Ontario,(1) Very satisfied,(7),(1) Certain,(1) Liberal (Grits),70,30
1956,(2) Female,(6) Ontario,(2) Fairly satisfied,(9),(1) Certain,(1) Liberal (Grits),100,40
1940,(1) Male,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),80,0
1975,(2) Female,(6) Ontario,(1) Very satisfied,(5),(1) Certain,(-9) Don't know / Undecided,50,10
1942,(2) Female,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,(-8) Refused,NA,NA
1954,(1) Male,(6) Ontario,(2) Fairly satisfied,(9),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",75,50
1955,(1) Male,(6) Ontario,(3) Not very satisfied,(8),(1) Certain,(-9) Don't know / Undecided,10,80
1942,(2) Female,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,(-8) Refused,80,5
1962,(2) Female,(6) Ontario,(1) Very satisfied,(7),(1) Certain,(1) Liberal (Grits),80,52
1954,(2) Female,(6) Ontario,(3) Not very satisfied,(8),(1) Certain,(-9) Don't know / Undecided,20,80
1994,(2) Female,(6) Ontario,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",0,0
1955,(2) Female,(6) Ontario,(4) Not satisfied at all,(5),(1) Certain,(-9) Don't know / Undecided,25,25
1965,(1) Male,(6) Ontario,(2) Fairly satisfied,(7),(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",35,45
2001,(2) Female,(6) Ontario,(3) Not very satisfied,(9),(1) Certain,(6) People's Party,0,NA
1982,(2) Female,(6) Ontario,(2) Fairly satisfied,(4),(1) Certain,(5) Green Party (Greens),50,20
1985,(1) Male,(6) Ontario,(3) Not very satisfied,(8),(1) Certain,(-8) Refused,40,60
1945,(1) Male,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",25,70
1963,(1) Male,(6) Ontario,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),100,10
1972,(1) Male,(6) Ontario,(2) Fairly satisfied,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",60,80
1960,(1) Male,(6) Ontario,(2) Fairly satisfied,(9),(1) Certain,(-9) Don't know / Undecided,30,25
1954,(1) Male,(6) Ontario,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,75
1934,(1) Male,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,60
1970,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,50
1955,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),90,10
1953,(1) Male,(6) Ontario,(3) Not very satisfied,(5),(1) Certain,(5) Green Party (Greens),10,10
1935,(1) Male,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",2,20
1949,(2) Female,(6) Ontario,(2) Fairly satisfied,(7),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",60,50
1949,(1) Male,(6) Ontario,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,80
1968,(1) Male,(6) Ontario,(2) Fairly satisfied,(9),(5) Already voted in advanced poll,(1) Liberal (Grits),100,0
1998,(1) Male,(6) Ontario,(2) Fairly satisfied,(5),(3) Unlikely,"(3) NDP (New Democratic Party, New Democrats, NDPers)",65,60
1959,(2) Female,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),80,30
1958,(1) Male,(6) Ontario,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),80,65
1956,(2) Female,(6) Ontario,(3) Not very satisfied,(8),(1) Certain,(6) People's Party,60,70
1946,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(5) Already voted in advanced poll,(5) Green Party (Greens),75,75
1977,(1) Male,(6) Ontario,(2) Fairly satisfied,(7),(2) Likely,(-9) Don't know / Undecided,50,60
1932,(2) Female,(6) Ontario,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),80,20
1979,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",35,65
1966,(2) Female,(6) Ontario,(3) Not very satisfied,(10) Great deal of interest,(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",15,100
1961,(1) Male,(6) Ontario,(1) Very satisfied,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",50,90
1997,(2) Female,(4) New Brunswick,(2) Fairly satisfied,(9),(1) Certain,(5) Green Party (Greens),70,0
1965,(1) Male,(2) Prince Edward Island,(1) Very satisfied,(10) Great deal of interest,(-8) Refused,NA,NA,100
1961,(2) Female,(2) Prince Edward Island,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,90
1959,(2) Female,(2) Prince Edward Island,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,40,20
1960,(1) Male,(2) Prince Edward Island,(2) Fairly satisfied,(6),(1) Certain,(-9) Don't know / Undecided,10,50
1961,(1) Male,(2) Prince Edward Island,(2) Fairly satisfied,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",25,70
1959,(2) Female,(2) Prince Edward Island,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,20,50
1959,(2) Female,(2) Prince Edward Island,(4) Not satisfied at all,(5),(1) Certain,(5) Green Party (Greens),0,70
1975,(2) Female,(2) Prince Edward Island,(2) Fairly satisfied,(5),(2) Likely,(-9) Don't know / Undecided,50,50
1938,(2) Female,(2) Prince Edward Island,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,95
